,疾病名称,多发人群
5869,冠状动脉瘤,多发生在50岁以上
5870,心血管和血栓栓塞综合征,所有人群
5871,心原性肝硬化,肝病患者
5872,小肠异物,儿童、精神异常者、戴义齿者，或企图自杀者
5873,其他沙门菌感染,所有人群
5874,十二指肠静脉曲张,所有人群
5875,吞入异物,好发生在婴幼儿和精神病或企图自杀者
5876,小儿肠病性肢端皮炎,1周岁以内
5877,汉坦病毒肺综合征,所有人群
5878,小儿胃肠道异物及异物性肠梗阻,儿童
5879,小儿肠旋转不良,婴儿及儿童
5880,瑞列绦虫病,儿童人群
5881,结肠血管扩张症,老年人多发
5882,巨膀胱-小结肠-肠蠕动不良综合征,所有人群
5883,妊娠合并消化性溃疡,情绪长期紧张、胃酸过多的人群易发
5884,颞下颌关节炎,老年人群
5885,咬肌间隙感染,有急性化脓性下颌智齿冠周炎史的患者
5886,颞叶肿瘤,成年人
5887,颏下皮样囊肿,青少年
5888,嗜酸细胞增多性复发性肉芽肿皮炎,所有人群
5889,老年人肺心病,老慢支患者
5890,肺血管炎,所有人群
5891,上气道梗阻,儿童
5892,囊性纤维化,所有人群
5893,小儿高免疫球蛋白E综合征,生后1～8周
5894,食物过敏性哮喘,所有人群
5895,感染性心内膜炎肾损害,所有人群
5896,冠状动脉异常起源主动脉,所有人群
5897,冠状动脉异常起源于肺动脉,新生儿
5898,先天性冠状动脉瘘,新生儿
5899,老年人上腔静脉受压综合征,所有人群
5900,海洛因肾脏病,所有人群
5901,老年人肥厚型心肌病,老年人
5902,小儿呼吸衰竭,重症肺炎、毛细支气管炎小儿
5903,右心房与下腔静脉平滑肌瘤,所有人群
5904,小儿肺水肿,婴幼儿
5905,门脉高压性肠病,所有人群
5906,克罗恩病关节炎,青壮年
5907,星形病毒胃肠炎,7岁以下儿童多见
5908,输入袢综合征,所有人群
5909,小儿克罗恩病,见于青年
5910,结肠血管畸形,所有人群
5911,间插血吸虫病,所有人群
5912,肠绞痛,病人年龄多在40～59岁、女性多见
5913,毛圆线虫病,所有人群
5914,泄殖腔外翻,新生儿
5915,湄公血吸虫病,所有人群
5916,小儿石膏综合征,所有人群
5917,主动脉肠道瘘,所有人群
5918,胃肠型感冒,所有人群
5919,舌咽神经痛,通常在40岁以后发病。
5920,妊娠合并甲亢,20～40岁育龄女性
5921,甲状旁腺功能亢进性心肌病,所有人群
5922,妊娠合并肺结核,孕妇
5923,外源性变应性肺泡炎,过敏人群
5924,堪萨斯分枝杆菌感染,所有人群
5925,小儿哮喘性肌萎缩综合征,多见于2～11岁的男孩
5926,小儿手-心畸形综合征,儿童人群
5927,妊娠性心肌梗死,多发生在35岁以下的病人
5928,小儿马方综合征,发病率女多于男，无种族差异，多见于儿童
5929,原发性心脏淋巴瘤,所有人群
5930,肝胆湿热,所有人群
5931,胆管癌,发病年龄多为50～70岁，但也可见于年轻人
5932,门静脉高压,肝炎病史、酗酒史或血吸虫病史患者，多见于中老年
5933,丙型肝炎病毒感染与肾小球肾炎,所有人群
5934,胆管结石与胆管炎,高峰年龄都在40～50岁
5935,乙型肝炎病毒相关性肾炎,起病多为儿童及青少年
5936,门静脉血栓形成,慢性肝病及肿瘤疾患这较多见
5937,肝内血管瘤,任何年龄，以30～60岁多见
5938,胆汁淤积性黄疸,大量饮酒者
5939,胆汁性腹膜炎,所有人群
5940,真菌过敏性哮喘,所有人群
5941,运动诱发哮喘,男性多于女性
5942,乳房湿疹,年青妇女，特别是哺乳期妇女
5943,肺动脉高压,无特殊发病群体，75%患者集中于20～40岁年龄段，15%患者年龄在20岁以下。
5944,慢性肺源性心脏病,中老年人
5945,铜绿假单胞菌感染,在婴儿的脐周、烧伤的表面，在浸渍的趾蹼、外耳道及耳郭亦常发生
5946,冠心病,中老年人群
5947,急性心肌梗死,所有人群
5948,心肌桥,所有人群
5949,无症状型心肌缺血,多见于40岁以上的人
5950,恶性高血压,多见于青壮年
5951,心源性哮喘,心脏病患者
5952,小儿低心排出量综合征,儿童
5953,胃食管反流病,所有人群
5954,食管压迫型颈椎病,所有人群
5955,巴雷特食管,中、老年男性
5956,婴幼儿胃食管反流,婴幼儿人群
5957,老年人胃食管反流病,老年人群
5958,呃逆症,女性
5959,肺疝,所有人群
5960,低血糖综合症,所有人群
5961,妊娠合并病毒性肝炎,孕妇
5962,肝硬化性肾损害,肝炎患者
5963,先天性非溶血性黄疸,所有人
5964,胆囊-结肠肝曲粘连综合征,所有人
5965,乙型肝炎病毒性关节炎,乙型肝炎患者
5966,肝源性肾损害,肝病患者
5967,乙型肝炎抗原血症,所有人群
5968,肝动脉瘤,发病年龄多在60岁左右，男女比例为2
5969,门静脉海绵样变,儿童多属原发性，成人属继发
5970,胆道出血,有胆道疾病史
5971,埃及血吸虫病,16～20岁
5972,肝炎病毒相关风湿病,感染过HCV者
5973,吉尔伯特综合征,以15－20岁男性为多见
5974,胆管良性狭窄,有胆道、上腹手术（外伤）史，或反复发作胆管炎史
5975,小儿乙型肝炎病毒相关肾炎,儿童
5976,α1-抗胰蛋白酶缺乏症,新生儿 婴幼儿 成人
5977,肝脏疾病所致贫血,慢性肝病患者
5978,新生儿肝脾肿大,新生儿
5979,移植物抗宿主病,骨髓移植后人群
5980,肝紫癜病,本病可见于任何年龄，但成人多见。
5981,肝小静脉闭塞症,所有人群
5982,新生儿迁延性胆汁淤积性黄疸,l岁以内婴儿
5983,肝上皮样血管内皮细胞瘤,所欲人群
5984,布卡综合症,发病高峰年龄为25～35岁
5985,胆道蛔虫病与肝蛔虫病,儿童、青少年
5986,巴德-吉亚利综合征,青年男性
5987,流感嗜血杆菌感染,所有人群
5988,B链球菌群感染,胎儿，新生儿，孕妇
5989,老年人结节病,老年人群
5990,淋巴瘤样肉芽肿,本病可发生于任何年龄、以20～60岁最多见、男性略多于女性
5991,不动杆菌感染,老年患者、早产儿和新生儿
5992,妇产科静脉血栓病,妊娠妇女
5993,肺良性淋巴细胞血管炎和肉芽肿病,20～40岁的成年人
5994,急性肠胃炎,所有人群
5995,小儿厌食症,婴幼儿
5996,功能性消化不良,所有人群
5997,霍乱,婴幼儿，儿童
5998,新生儿呕吐,新生儿
5999,胃恶性淋巴瘤,中老年人群
6000,胆道运动功能障碍综合征,高年女性
6001,血吸虫病与肝胆疾病,所有人群
6002,埃利希体病,所有人群
6003,小儿黄疸肝脏色素沉着综合征,婴儿
6004,克里格勒-纳贾尔综合征,所有人群
6005,胆道张力低下综合征,所有人群
6006,片吸虫病,所有人群
6007,化脓性门静脉炎,所有人群
6008,先天性胆管囊状扩张,好发年龄21～49岁
6009,肝性血卟啉病综合征,所有人群
6010,先天性肝纤维化,所有人群
6011,肝动脉闭塞,中老年人
6012,小儿肝炎再生障碍性贫血综合征,儿童及青年
6013,小儿遗传性果糖不耐受,小儿
6014,继发于严重肝疾患的棘红细胞增多症,严重肝疾患者
6015,小儿巴德-吉亚利综合征,小儿
6016,小儿尼曼-皮克病,婴幼儿
6017,蛋白丢失性胃肠病,所有人群
6018,获得性免疫缺陷综合征的消化系统损害,艾滋病患者
6019,胃窦血管扩张症,所有人群
6020,巴西紫热,儿童，多为10岁以下小儿，30～36月龄的婴儿易感性最高
6021,迪厄拉富瓦病,所有人群
6022,胃内隔膜,所有人群
6023,龟分枝杆菌感染,所有人群
6024,脱屑性间质肺炎,30~40岁的吸烟者
6025,小儿肺出血-肾炎综合征,儿童、青年人群
6026,楚尔盖分枝杆菌感染,所有人群
6027,低血糖,糖尿病患者，中老年人
6028,糖尿病和高血压,40岁以上人群多见
6029,妊娠合并糖尿病,成年女性妊娠期发病
6030,自身免疫性胰腺炎,多见于老年男性，大多﹥50岁
6031,糖尿病性周围神经病,糖尿病患者
6032,胆源性急性胰腺炎,所有人群
6033,胆源性慢性胰腺炎,所有人群
6034,老年人糖尿病肾病,糖尿病病人
6035,老年人糖尿病周围神经病,老年糖尿病患者
6036,糖尿病合并低血糖,糖尿病患者
6037,高渗性非酮症糖尿病昏迷,老年无糖尿病史或2型糖尿病轻症患者
6038,糖尿病所致脊髓病,中老年
6039,高血压,中老年人，平时钠盐的摄入量过多的人，父母患有高血压者，摄入动物脂肪较多者，长期饮酒者
6040,心脾两虚,中老年人
6041,不稳定型心绞痛,中老年人
6042,老年人心肌梗死,老年人
6043,变异型心绞痛,中老年人
6044,高血压性心肌病,有基础病者
6045,小儿风湿热,学龄期儿童
6046,无痛性心肌梗死,老年人多见
6047,梅毒性心血管病,所有人群
6048,上腔静脉综合征,所有人群
6049,肾实质性高血压,青少年
6050,青年心肌梗死,心脏病患者，青年
6051,难治性心力衰竭,原有心血管疾病患者
6052,老年人无症状性心肌缺血,老年人
6053,结节性脂肪坏死,胰腺功能异常患者
6054,骨髓-胰腺综合征,所有人群
6055,脂性渐进性坏死,30～40岁人群
6056,脾动脉瘤,老年人群
6057,巴贝虫病,所有人群
6058,老年人风湿性心脏病,女多于男，约1．5
6059,心血管疾病伴发的精神障碍,所有人群
6060,急性右侧心力衰竭,老年人
6061,老年人扩张型心肌病,各年龄组均有发病，但以20～49岁住院年龄最多
6062,淋巴结-胆道综合征,所有人群
6063,Brenneman综合征,15岁以下儿童
6064,肠系膜淋巴结炎,7岁以下的小儿
6065,小儿急性肠系膜淋巴结炎,儿童
6066,肠系膜上动脉栓塞,多见于风心病、冠心病、感染性心内膜炎、近期心梗患者
6067,肠系膜上静脉血栓形成,所有人
6068,肠系膜上动脉综合征,患者多为体型瘦长的中青年女性
6069,肠系膜上动脉血栓形成,老年人群
6070,缺血性肠绞痛,大于45岁
6071,肠系膜动脉瘤,男女发生率相等
6072,原发性小肠淋巴管扩张症,所有人群
6073,大网膜粘连综合征,所有人群
6074,急性肠系膜上动脉栓塞或血栓形成,所有人群
6075,急性肠系膜上动脉梗死,多见于60～80岁的老人，男多于女
6076,急性肠系膜上静脉血栓形成,所有人群
6077,非闭塞性肠系膜血管缺血,所有人群
6078,特发性大网膜节段性梗死,本病可发生于任何年龄，但以中，青年较多，男性较女性多2～3倍，肥胖者发病机会较多
6079,小儿尿路感染,儿童人群
6080,乳糜尿,成年人
6081,IgA肾病,多发于儿童和青年，10岁以前50岁以后不常见。
6082,肾及输尿管结石,青壮年
6083,痛风和高尿酸血症,中年后发病率增加，男性的高峰年龄为45岁左右，男女之比为20:1
6084,肾动脉狭窄,主要见于中老年人
6085,膜性肾小球肾炎,成年人
6086,绝经期尿路感染,绝经后的妇女多见
6087,腰痛-血尿综合征,所有人群
6088,小儿肾病综合征,儿童
6089,老年人肾病综合征,老年人
6090,Ⅳ型肾小管性酸中毒,本型多见于老年人
6091,慢性肾性贫血,慢性肾功能衰竭患者较常见
6092,微小病变型肾病,1～6岁儿童
6093,多发性骨髓瘤病肾病,中年男性
6094,肾盂输尿管连接部梗阻,所有人群
6095,肾动脉栓塞,肾栓塞发病率随年龄而增长
6096,溶血尿毒症综合征,儿童
6097,溶血尿毒综合征,男婴幼儿和学龄儿童
6098,肾动脉瘤,50岁左右
6099,老年人原发性恶性高血压引起的恶性小动脉肾硬化,老年人
6100,肾盂肿瘤和输尿管肿瘤,40～70岁男性
6101,肾脏疾病伴发的精神障碍,肾脏疾病患者
6102,肾静脉血栓,所有人群
6103,老年人原发性高血压引起的良性小动脉肾硬化,老年人有烟酒嗜好者、作息不规律者
6104,败血症肾损害,所有人群
6105,小儿IgA肾病,儿童人群
6106,肾动脉闭塞,多见于老年人，发病年龄多在50～70岁之间
6107,脂蛋白肾小球病,所有人群
6108,感染性急性小管间质性肾炎,所有人群
6109,原发性小血管炎性肾损害,中老年人
6110,失盐性肾炎,各年龄均可发病以青年男性多见
6111,肾及输尿管重复畸形,女性较男性多
6112,肌病肾病性代谢综合征,所有人群
6113,特发性尿钙增多症,儿童
6114,小儿肾血管性高血压,婴幼儿
6115,利德尔综合征,多数为12～30岁
6116,肾动脉血栓形成和栓塞,所有人群
6117,小儿狼疮肾炎,婴幼儿
6118,磷脂酰胆碱-胆固醇酰基转移酶缺乏,所有人群
6119,假性醛固酮减少症,所有人群
6120,肾血管畸形与压迫,所有人群
6121,肾动静脉瘘,所有人群
6122,小儿先天性肾盂输尿管连接部梗阻,所有人
6123,合并马蹄肾的腹主动脉瘤,所有人群
6124,白血病肾损害,白血病患者
6125,纤维性骨炎,所有人群
6126,淋巴瘤引起的肾损害,男性多于女性，各年龄组均可发病，以20～40岁为最多
6127,免疫抑制药和抗癌药中毒性肾病,免疫力低下与癌症患者
6128,小儿糖尿病肾病,儿童
6129,戈登综合征,所有人群
6130,铝骨病,所有人群
6131,小儿获得性免疫缺陷综合征肾病,婴幼儿
6132,肾动脉粥样栓塞,所有人群
6133,小儿范科尼综合征,儿童
6134,小儿肾性贫血,儿童
6135,小儿低氯性氮质血症综合征,儿童
6136,镰状细胞性肾病,女性发病率高于男性，尤其青少年，6～15岁较多见
6137,肾异位血管及副血管,所有人群
6138,小儿肾静脉血栓形成,小儿
6139,新生儿肾静脉血栓,新生儿
6140,肾上腺能性荨麻疹,成人
6141,妊娠合并皮质醇增多症,孕妇
6142,小儿输尿管脱垂,儿童
6143,下腔静脉后输尿管,所有人群
6144,小儿原发性膀胱输尿管反流,儿童
6145,小儿巨大膀胱-巨大输尿管综合征,儿童
6146,尿路感染,"育龄女性及绝经后妇女,糖尿病及高龄，免疫缺陷"
6147,软下疳,所有人，大多男性，女性比男性的症状一般较轻，潜伏期也长。
6148,尿道狭窄,多见于男性
6149,尿道损伤,男性青壮年时期
6150,阴茎前阴囊,男性
6151,阴缩,所有人群
6152,小儿尿道下裂,小儿
6153,阴囊湿疹,成年男性，长期居住在潮湿的地区或房间的人
6154,盆腔炎,女性
6155,功血,女性，大多是中年女性
6156,急性附件炎,生育年龄的妇女
6157,急性卵巢、输卵管自身扭转,剧烈运动的成年女性多见
6158,月经不调,女性，压力过大型，怕冷型，虚弱型，贫血型
6159,妊娠合并系统性红斑狼疮,年轻妇女
6160,妊娠合并卵巢肿瘤,妊娠期女性
6161,妊娠合并红细胞增多症,妊娠妇女
6162,阴道白斑,多见于更年期妇女
6163,阴道鳞状上皮癌,40岁以下妇女
6164,阴道平滑肌肉瘤,成年妇女
6165,幼女性外阴阴道炎,婴幼儿、青春期前的少女
6166,外阴痛,成年女性
6167,阴部鲍恩样丘疹病,青年人
6168,老年性外阴萎缩,中老年女性常见
6169,外阴疖肿,育龄期女性、性情急躁易怒、阴虚体质者
6170,外阴汗管瘤,成年女性发病概率大
6171,外阴丹毒,女性
6172,外阴大汗腺瘤,50岁以上的妇女
6173,外阴滑膜肉瘤,中年妇女 发病年龄在30～39岁。
6174,丹毒,所有人
6175,外阴湿疹,所有人群，女性多于男性
6176,麻风病,少年，青年，儿童
6177,小儿皱梅腹综合征,新生儿
6178,尿道与阴茎结核,男性
6179,阴茎结核疹,有结核病病的男性患者较常见
6180,附件炎,女性
6181,宫外孕,孕龄女性
6182,绝经,女性45－55岁
6183,慢性输卵管卵巢炎,以25～35岁发病率最高
6184,心房心肌梗死,所有人群
6185,妊娠合并淋巴瘤,孕妇
6186,卵巢冠囊肿,成年女性
6187,Bazin硬红斑,青年女性
6188,外阴乳头状瘤,发病年龄大多在40～70岁
6189,血栓性血小板减少性紫癜,女性稍多，但发病高峰年龄是20～60岁
6190,钱币状湿疹,所有人群
6191,急性女阴溃疡,多发于年轻妇女及幼女
6192,原发性血小板减少性紫癜,急性型10岁以下儿童多发。慢性型占ITP的80%，多为20～50岁
6193,湿毒疮,中年多见
6194,新生儿生理性黄疸,新生儿
6195,变应性皮肤血管炎,所有人群
6196,外阴接触性皮炎,妇女
6197,过敏性血管炎,发病年龄>16岁
6198,过敏性阴道炎,阴道用药、用护垫的女性多见
6199,阴道上皮内瘤样变,绝经后女性
6200,外阴毛囊炎,机体免疫力下降，外阴清洁卫生差
6201,外阴硬化性苔藓,40岁左右妇女多见
6202,外阴白化病,可发生于任何年龄
6203,外阴纤维瘤,生育年龄妇女，好发于30～50 岁
6204,外阴象皮肿,妇女
6205,外阴颗粒性肌母细胞瘤,妇女
6206,外阴浸润性鳞癌,年轻妇女
6207,外阴急性蜂窝组织炎,所有人群
6208,股癣,青年人，男性多于女性
6209,围绝经期前后的外阴白色病变,40岁以上女性多发
6210,妊娠高血压,孕妇
6211,衣原体尿路感染,青壮年多见
6212,皮肤子宫内膜异位症,做过子宫手术或剖腹产的妇女常见
6213,出血性紫癜,产后过早参加体力劳动的女性
6214,继发性女阴过度角化,女性
6215,异物肉芽肿,所有人群
6216,皮肤平滑肌瘤,所有人群
6217,新生儿血小板减少性紫癜,新生儿
6218,瘰疬性皮肤结核病,儿童
6219,小儿神经皮肤综合征,小儿
6220,外阴溃疡,青中年妇女
6221,外阴神经性皮炎,老年和绝经后妇女
6222,外阴白斑病,40岁以上中年或停经期后妇女
6223,外阴表皮样囊肿,女性
6224,腋毛癣菌病,所有人群
6225,外阴银屑病,女性
6226,外阴皮肤脂溢性皮炎,青年女性较多见
6227,外阴假上皮瘤样增生,中老年妇女
6228,环状外阴炎,好发青年女性
6229,外阴软纤维瘤,中老年女性
6230,外阴血管瘤,所有女性群体，大多于出生时或出生后数周出现，在围绝经期和老年期也可出现
6231,外阴疣状黄瘤,白种人
6232,外阴腺鳞癌,有HPV感染的人群
6233,狐臭,青春期最为明显，女性多于男性
6234,人乳头瘤病毒,有多个性伴侣的人多见
6235,多汗症,多在青少年时发病
6236,血小板减少性紫癜,女性多见
6237,皮肌炎,发生于任何年龄，女性略占多数
6238,盘状红斑狼疮,40岁以上的女性
6239,B疱疹病毒感染,所有人群
6240,亚急性皮肤红斑狼疮,青年，两性均可罹病，以女性多见。
6241,成人硬肿症,成年人群
6242,血疸,新生儿
6243,颚口线虫病,所有人群
6244,原发性皮肤B细胞淋巴瘤,所有人群
6245,幼年型皮肌炎,儿童人群
6246,杆菌性上皮样血管瘤病,本病多数发生于HIV感染者、多数病例为男性
6247,小儿史-约综合征,青年及儿童期
6248,梅克尔细胞癌,68岁女性
6249,康诺尔立克次体斑疹热,儿童人群
6250,遗传性感觉神经病,本病为常染色体显性遗传10～20岁起病
6251,种痘并发症,儿童人群
6252,葡萄球菌中毒性休克综合征,所有人群
6253,先天性感觉性神经病,所有人群
6254,松毛虫病骨关节病,所有人群
6255,脑膜炎球菌血症,所有人群
6256,婴儿青铜综合征,小儿
6257,小儿细胞外胆固醇沉着综合征,小儿
6258,羌虫病,从事野外劳动，较多接触丛林杂草的人员及青壮年
6259,二期梅毒,性活跃人群、多名性同伴尤为多见
6260,阴茎阴囊象皮肿,男性
6261,阴道粒细胞肉瘤,女性
6262,外阴色素痣,女性
6263,外阴平滑肌瘤,好发于生育年龄的妇女
6264,外阴佩吉特病,病好发于绝经后老年妇女
6265,尿道旁腺癌,绝经后和老年妇女
6266,外阴基底细胞癌,55岁以上妇女。
6267,外阴黑色棘皮症,黑人中多见
6268,神经纤维瘤病,常染色体显性遗传病家族中常见
6269,糖尿病皮肤感染,糖尿病患者
6270,化脓性指头炎,成年人
6271,火激红斑,体重超重者，女性
6272,淋巴瘤样丘疹病,常见于20～40岁的成年人
6273,急性蜂窝织炎,所有人群
6274,皮肌炎与多发性肌炎,所有人群
6275,CD30阳性皮肤T细胞淋巴瘤,罕见于儿童，男性多于女性
6276,斯蒂尔病,16～35岁
6277,皮下脂膜炎性T细胞淋巴瘤,成人
6278,表皮内嗜中性IgA皮肤病,成年男性
6279,坏疽性脓皮病,好发于30～40岁的男性
6280,法布里病(Fabry 病),10岁前起病
6281,痒性紫癜,成年男性
6282,小儿干燥综合征,婴幼儿
6283,热性嗜中性白细胞皮肤病,要见于女性
6284,人为性皮炎,儿童和青少年
6285,血管内大B细胞淋巴瘤,所有人群
6286,恶性蓝痣,所有人群
6287,螺菌病,所有人群
6288,血管免疫母细胞性淋巴结病,中、老年人群
6289,西尼罗河热,在非洲、南欧、中东、中亚和西亚、大洋洲等地呈地方性流行
6290,小儿骨硬化病,婴儿和幼儿
6291,特发性血小板减少性紫癜,所有人群
6292,骨髓增生异常综合征,所有人群
6293,胸廓出口综合征,年高体弱多发
6294,新生儿ABO溶血病,母亲是O型血、新生儿其它血型的新生儿多见
6295,出血性膀胱炎,接触烷化剂者多发
6296,粒细胞缺乏症,常见原因是患者对药物（氨基比林、保太松等）或化学品（某些化妆品等）过敏所引起
6297,平滑肌肉瘤,40-60岁年龄
6298,急性髓细胞白血病,随年龄增长发病率升高
6299,网状青斑,所有人群
6300,结节性红斑,中青年女性
6301,脚癣,多发于中、青年人，儿童少见，男性一般多于女性。
6302,孢子丝菌病,农民或野外作业的工人
6303,荨麻疹性血管炎,30～40岁妇女
6304,滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征,以青年和中年多发
6305,贝克痣,10～20岁男性
6306,水疱性远端指炎,儿童
6307,先天性毛细血管扩张性大理石样皮肤,本病多发生于女性，出生时即存在
6308,血管炎前期综合征,青年女性
6309,神经肽性肢端感觉异常,所有人群
6310,微小病毒感染,小儿，也有成人。
6311,有头疽,中老年患者，尤其是消渴患者
6312,弹性假黄瘤,所有人群
6313,家族性良性天疱疮,儿童或青年
6314,小儿继发性血小板增多症,小儿
6315,尿黑酸尿与褐黄病,婴幼儿、成年人
6316,血栓性浅静脉炎,中老年人群
6317,原发性下肢静脉瓣膜关闭不全,长时间站立的人
6318,老年人慢性淋巴细胞白血病,多为老年，平均发病年龄多为60～70岁
6319,变应性皮肤结节性血管炎,中青年女性
6320,老年人免疫性血小板减少性紫癜,老年人
6321,恶性组织细胞病,15-40岁常见
6322,小儿特发性血小板减少性紫癜,小儿
6323,阴囊丝虫病,所有人群
6324,腘动脉瘤,中老年人
6325,老年人慢性粒细胞白血病,老年人群
6326,先天性白血病,小儿
6327,神经官能性表皮剥脱,多见于妇女
6328,松毛虫皮炎,青壮年
6329,先天性静脉畸形肢体肥大综合征,所有人群
6330,小儿弹性假黄瘤,任何年龄均可发病，大多发病于30岁以前，也有幼年发病的
6331,基孔肯雅热,所有人群
6332,脯肽酶缺乏症,所有人群
6333,病毒性出血热,所有人群
6334,淤滞性紫癜,常在长期站立或行走人群中发生
6335,皮肤白血病,所有人群
6336,持久性豆状角化过度病,好发于30～60岁的男性
6337,皮肤淋巴细胞瘤,所有人群
6338,枕骨下硬结性毛囊炎,青壮年
6339,泛发性扁平黄色瘤,常见于老年
6340,妊娠合并白血病,孕妇人群
6341,脊髓内出血,所有人群
6342,小儿遗传性血管神经性水肿,可在生后前2年发病，但通常在大龄儿童或青春期才严重。
6343,老年人慢性疾病性贫血,老年人
6344,嗜酸性粒细胞性膀胱炎,所有人群
6345,复发性皮肤坏死性嗜酸粒细胞血管炎,青年、中年人群
6346,微病毒B19感染性风湿病,所有人群
6347,小儿病毒相关吞噬血细胞综合征,儿童或青少年
6348,蕈样真菌病和Sezary综合征,所有人群
6349,内脏血吸虫炎,所有人群
6350,链球菌坏死,好发于四肢有创伤者
6351,链杆菌病,所有人群
6352,寄生虫性关节炎,所有人群
6353,小儿埃莱尔-当洛综合征,儿童
6354,小儿混合性结缔组织病,女性
6355,瘰疬分枝杆菌感染,所有人群
6356,立克次体痘,所有人群
6357,小儿播散性脂肪肉芽肿综合征,婴儿
6358,维斯科特-奥尔德里奇综合征,多见于男性人群
6359,塞泽里综合征,所有人群
6360,继发性皮肤CD30阳性大细胞淋巴瘤,所有人群
6361,获得性免疫缺陷综合征相关淋巴瘤,获得性免疫缺陷患者
6362,再生障碍性贫血,青壮年，男性多见
6363,下肢深静脉血栓形成,所有人群
6364,真性红细胞增多症,所有人群
6365,下肢动脉硬化闭塞症,高血压、高胆固醇、长期吸烟、糖尿病人群
6366,自身免疫性溶血性贫血,青年多见
6367,雷诺病,女性患者多见发病年龄多在20～30岁
6368,中性粒细胞减少症,先天性或后天获得性，先天性多见于婴幼儿
6369,慢性血源性骨髓炎,成年人
6370,下部附加前根脊髓动脉缺血症候群,所有人群
6371,小儿血管免疫母细胞淋巴结病,儿童
6372,小儿周期性高血钾性麻痹,遗传性疾病
6373,小儿继发性免疫缺陷病,小儿
6374,系统性红斑狼疮伴发的精神障碍,青年女性多见。男女比例为1∶7～1∶9。发病年龄大多为15～35岁，也可见于老人和儿童。
6375,小儿自身免疫性淋巴细胞增生综合征,小儿
6376,小儿自身免疫性溶血性贫血,儿童
6377,小儿X-连锁无丙种球蛋白血症,该病仅见于男孩，病儿多于生后4～12个月开始出现感染症状。
6378,小儿继发性免疫性血小板减少性紫癜,婴幼儿
6379,小儿抗磷脂综合征,儿童
6380,小儿吉兰-巴雷综合征,儿童
6381,周期性麻痹,儿童早期至40岁发病居多
6382,线状IgA大疱性皮肤病,所有人群
6383,节段性透明性血管炎,中青年女性
6384,自身免疫性孕酮性皮炎,对黄体酮敏感者
6385,皮肤骨髓纤维化,所有人群
6386,小儿结节性硬化症,儿童
6387,Zieve综合征,所有人群
6388,椎动脉型颈椎病,中老年人
6389,血栓闭塞性脉管炎,中老年人
6390,急性早幼粒细胞白血病,中青年多见
6391,单核细胞白血病,所有人群
6392,神经性肌强直,青少年，男女均可发病
6393,小儿脊髓性肌萎缩,儿童
6394,小儿周期性低血钾性麻痹,4-21岁，男孩多见
6395,坐骨神经损伤,男性青壮年多见
6396,手部神经损伤,中青年多见
6397,股外侧皮神经卡压综合征,中老年女性
6398,包涵体肌炎与遗传性包涵体肌病,所有人群
6399,老年人重症肌无力,老年人
6400,肩胛上神经卡压症,所有人群
6401,单神经病与神经丛神经病,所有人群
6402,高免疫球蛋白E综合征,未满1岁的婴儿
6403,四肢淋巴水肿,所有人群
6404,下肢交通静脉瓣膜关闭不全,婴幼儿
6405,中性粒细胞增多症,大于1个月的儿童和各年龄组成人
6406,嗜碱性粒细胞白血病,所有人群
6407,盐敏感性高血压,盐摄入量大者
6408,骨髓病性贫血,所有人群（多发癌症患者）
6409,毛细胞白血病,主要见于老年男性
6410,手部血管损伤,外伤史患者
6411,成人T细胞白血病,成人较为常见
6412,下肢静脉曲张,常见于从事持久体力劳动或站立工作的人员
6413,血友病,常幼年发病
6414,白大衣高血压,所有人群
6415,老年急性白血病,老年人
6416,四肢血栓性浅静脉炎,所有人群
6417,老年人过敏性紫癜,小儿多见
6418,嗜酸性粒细胞白血病,所有人群
6419,脊髓血管畸形,青年和中年人多见
6420,肱动脉损伤,好发于儿童
6421,脊髓缺血,原基础疾病或手术治疗后继发，老年人
6422,老年人巨幼细胞性贫血,老年人
6423,血管炎性周围神经病,所有人群
6424,脊髓前动脉综合征,所有人群
6425,急性粒细胞缺乏,所有人群
6426,小儿X-连锁严重联合免疫缺陷病,婴儿
6427,下肢静脉血栓,经常需要站立的职业工作者
6428,原发性血小板增多症,50~70岁人群
6429,手足发绀症,发病年龄多在20 岁左右，以青年女性为多见
6430,韦格纳肉芽肿,发病年龄为30～50岁
6431,风湿病性贫血,风湿患者
6432,小儿获得性免疫缺陷综合征,小儿
6433,老年人再生障碍性贫血,老年人
6434,低增生性急性白血病,老年人
6435,原发性下肢深静脉瓣膜关闭不全,多发生在持久体力劳动、站立、久坐少动的人
6436,向胸腰段脊髓供血的大根动脉缺血症候群,所有人群
6437,白血病伴发的精神障碍,白血病患者
6438,贫血伴发的精神障碍,贫血患者
6439,继发性白血病,所有人群
6440,小儿自身免疫性溶血性贫血伴血小板减少综合征,多见于儿童
6441,前臂动脉损伤,所有人群
6442,小儿腺苷脱氨酶缺乏,所有人群
6443,血色病性骨关节病,血色病患者
6444,第Ⅳ型脊髓血管畸形,常见于40岁以下人群
6445,重链病,年轻人
6446,浆细胞白血病,所有人群
6447,髂静脉压迫综合征,好发于青年人
6448,中性白(粒)细胞减少症,所有人群
6449,四肢血管损伤,所有人群
6450,噬血细胞综合征,所有人群
6451,脊髓海绵状血管瘤,平均年龄为35岁
6452,懒惰白细胞综合征,儿童人群
